id,amount_tsh,gps_height,longitude,latitude,num_private,region_code,district_code,population,construction_year,target
35715,0.0,1565,34.657034499999995,-1.88801974,0,20,2,200,1991,non functional
53970,500.0,1153,30.41995839,-4.27996794,0,16,2,1,2009,functional
62971,0.0,0,31.79687285,-1.35148627,0,18,6,0,0,non functional
63542,500.0,2049,34.68047144,-9.3264772,0,11,4,75,2008,functional
15622,0.0,905,36.93165941,-3.55703413,0,2,7,140,1974,functional
12903,0.0,406,38.58082367,-4.8348356,0,4,2,900,1992,non functional
52561,0.0,0,32.25500494,-3.36190077,0,17,5,0,0,functional
19415,0.0,2328,34.28447604,-9.27156548,0,11,3,0,2002,functional
65531,0.0,427,37.72295310000001,-7.02426273,0,5,2,100,2004,functional needs repair
3675,0.0,1331,36.75793224,-3.3747906000000003,0,2,7,360,2011,functional
34383,0.0,0,33.53890869,-3.36161167,0,17,8,0,0,functional
30423,0.0,1185,34.19057512,-1.60969058,0,20,3,544,2002,non functional
68717,0.0,0,32.18551701,-2.37877187,0,19,5,0,0,non functional
3688,500.0,1701,35.73447433,-7.91231657,0,11,1,441,2000,functional
30537,0.0,0,31.55890304,-2.02646851,0,18,3,0,0,non functional
27312,50.0,159,38.35356668,-6.63869562,0,6,1,20,2008,non functional
22143,0.0,0,35.87817211,-5.89186837,0,1,5,0,0,functional needs repair
43237,200.0,1002,29.67098869,-4.7268495999999995,0,16,3,120,2006,functional needs repair
62591,0.0,212,38.96294513,-10.47656619,0,80,53,280,2006,non functional
39920,200.0,18,38.89040167,-6.55790327,0,6,1,40,1987,non functional
70892,0.0,1560,35.51217404,-4.44803987,0,21,2,221,2008,functional
48593,0.0,0,31.45311103,-1.19438963,0,18,7,0,0,non functional
26419,250.0,1471,30.21673046,-4.34106206,0,16,2,950,2007,functional
68554,500.0,1274,30.12668109,-4.23637808,0,16,2,1430,1978,non functional
29083,0.0,0,33.0795039,-3.00965923,0,19,7,0,0,functional
33379,0.0,1000,35.54217277,-10.80885305,0,10,2,0,1978,functional needs repair
43206,0.0,0,33.23583842,-3.56601953,0,17,3,0,0,non functional
41743,0.0,98,39.04298326,-4.99423737,0,4,4,110,1962,non functional
17970,0.0,1128,34.56343795,-4.09374985,0,13,1,256,2010,functional
25693,0.0,1352,30.65026741,-3.55486258,0,16,1,150,2002,functional
39364,50.0,701,36.95075936,-11.31324316,0,10,1,1,2011,functional needs repair
57580,10.0,1409,37.17489041,-3.21646394,0,3,5,75,1999,functional
23000,1000.0,744,37.61640658,-3.56996907,0,3,2,320,2010,functional
59902,0.0,0,33.69790014,-3.26949691,0,17,2,0,0,functional
60371,0.0,0,31.767300899999995,-3.0251057,0,18,8,0,0,non functional
74246,50.0,1428,35.63048144,-7.71054858,0,11,1,1,2000,non functional
7116,0.0,0,33.80508085,-9.1306743,0,12,4,0,0,functional
64063,0.0,1295,36.90832887,-3.33074309,0,2,7,120,2004,non functional
59983,0.0,1207,36.87553547,-3.3445666,0,2,7,120,2005,functional
10784,0.0,0,31.48904738,-3.26790435,0,18,4,0,0,functional
49503,0.0,0,33.23267014,-9.26648533,0,12,2,0,0,functional
54248,0.0,0,36.55702857,-6.37279744,0,1,1,0,0,non functional
24409,0.0,0,31.66327256,-1.08048548,0,18,7,0,0,non functional
21068,0.0,445,37.48747402,-6.82950072,0,5,6,90,1997,functional
62341,0.0,1191,33.35647131,-2.06349369,0,20,4,804,2000,non functional
10837,0.0,1339,34.44864527,-2.02266257,0,20,2,600,1997,functional
35458,50.0,1348,37.02381013,-5.5923447,0,21,5,1,2004,non functional
36038,100.0,2073,34.22303933,-9.344921300000001,0,11,3,0,2000,non functional
64447,0.0,0,31.57239755,-1.42926609,0,18,2,0,0,functional
22897,0.0,0,31.4647567,-2.77016894,0,18,4,0,0,non functional
2915,0.0,1302,36.77862138,-2.55618033,0,2,6,370,2012,functional
14016,0.0,0,33.87310388,-9.29061569,0,12,4,0,0,functional
69525,0.0,0,32.071081,-5.06726885,0,14,4,0,0,non functional
73061,50.0,1455,34.71064345,-5.18676616,0,13,2,50,2000,functional
42031,500.0,2050,34.64835709,-9.31731152,0,11,4,305,2008,functional
33235,0.0,0,32.95155946,-3.77939282,0,17,3,0,0,non functional
41839,0.0,0,32.99370088,-2.69044203,0,19,7,0,0,non functional
62002,0.0,0,31.6012707,-2.93012242,0,18,8,0,0,functional
6106,20.0,976,36.84150658,-3.49366766,0,2,2,150,0,functional
25915,0.0,0,33.86126585,-8.68481006,0,12,7,0,0,functional
20673,0.0,0,32.54432125,-4.07660522,0,17,3,0,0,functional
59475,0.0,1282,38.32726235,-4.4646702000000005,0,4,1,1,2008,functional
24012,0.0,2050,34.68859705,-9.69622598,0,11,5,50,2007,functional
69107,0.0,0,32.41352249,-9.09504292,0,12,6,0,0,non functional
64062,30.0,11,39.88898115,-10.13363156,0,18,2,1,2006,non functional
44002,0.0,0,31.19411613,-3.06136744,0,18,4,0,0,functional
37471,0.0,0,31.64732214,-2.78450823,0,18,4,0,0,functional
49585,0.0,0,33.86084491,-9.59608383,0,12,3,0,0,non functional
60852,20.0,471,37.82346185,-6.771698700000001,0,5,2,150,2004,functional
64130,0.0,0,32.78502522,-5.41803094,0,14,5,0,0,non functional
17687,0.0,385,37.44310991,-6.29976667,0,5,6,1,1974,functional
38876,0.0,350,37.88687839,-6.86199999,0,5,2,1,1972,non functional
28669,50.0,12,39.1857105,-6.89259326,0,7,2,150,0,functional
73769,0.0,0,31.65326799,-1.59857903,0,18,3,0,0,functional needs repair
66521,2000.0,1603,34.98887131,-8.91132497,0,11,4,40,2010,functional
53167,0.0,1,39.6002343,-10.02772132,0,80,62,200,1987,non functional
24232,0.0,0,34.35839958,-8.69424705,0,12,7,0,0,functional
65788,0.0,1589,34.45547821,-1.24644694,0,20,1,1600,2008,functional
72981,0.0,0,33.78421925,-8.77994557,0,12,7,0,0,functional
60983,0.0,-15,39.52711433,-6.98874758,0,7,3,50,1970,non functional
37768,0.0,1481,34.56387749,-1.72068493,0,20,2,400,1996,non functional
64880,0.0,1595,29.80857829,-4.46052001,0,16,2,590,1996,functional
32871,400.0,531,37.41877342,-10.91557638,0,10,1,1,2009,non functional
45564,0.0,0,33.54480544,-8.928838699999998,0,12,2,0,0,functional
23519,0.0,0,32.17244285,-3.64330972,0,17,5,0,0,functional needs repair
50173,0.0,0,34.08915375,-3.12214007,0,17,2,0,0,functional
66843,0.0,101,39.55938321,-9.70159734,0,80,23,1,2010,functional
13815,1000.0,1562,34.94546531,-8.86866011,0,11,4,250,2009,functional
36591,0.0,1481,32.06591365,-8.68875072,0,15,2,450,1986,non functional
71845,500.0,1445,34.68050209,-8.84136926,0,11,4,80,1978,functional
42180,1200.0,1242,30.26413388,-4.52564753,0,16,2,560,1977,functional
63632,0.0,0,33.16358148,-2.54645921,0,19,2,0,0,functional
55594,0.0,1231,35.0800974,-5.32212056,0,13,3,2500,2009,functional
11787,0.0,0,33.43789893,-4.42476057,0,14,2,0,0,functional
48528,0.0,1076,30.90475149,-5.10070113,0,16,3,1050,2010,non functional
72678,0.0,0,0.0,-2e-08,0,17,1,0,0,functional
50970,20.0,262,39.08229758,-10.9753631,0,90,33,36,2004,functional
37840,0.0,935,35.98642477,-10.73055089,0,10,5,540,1983,functional
44258,0.0,823,31.779907799999997,-7.80637606,0,15,2,300,1972,non functional
10715,40.0,217,38.33493265,-6.45446888,0,6,1,12,2010,functional
12120,500.0,253,36.70397575,-8.12006358,0,5,3,450,1997,functional
67980,300.0,665,36.70991445,-6.64260892,0,5,1,632,1997,non functional
41635,500.0,1783,31.52365762,-8.17864388,0,15,2,50,1972,functional
14884,0.0,961,35.7005422,-3.81945703,0,21,1,245,2012,functional
56725,0.0,0,0.0,-2e-08,0,17,1,0,0,non functional
33037,0.0,0,33.20344175,-9.07440778,0,12,6,0,0,functional
22190,0.0,183,38.76743559,-5.17227682,0,4,3,600,2008,non functional
47459,1000.0,1592,35.63419525,-7.85014451,0,11,1,1,1984,functional
68908,0.0,-21,39.67094346,-7.90660636,0,60,60,32,0,functional
62670,0.0,1589,36.8272342,-3.18469585,0,2,7,120,2006,functional
60866,0.0,1485,32.06802448,-8.68938706,0,15,2,59,1986,non functional
2136,0.0,-16,39.8543204,-7.78306327,0,60,63,230,0,functional
33320,0.0,1823,35.76391894,-8.08918663,0,11,7,1,2009,functional
58126,0.0,0,33.01476219,-8.43639754,0,12,1,0,0,non functional
45604,0.0,0,31.51225219,-1.13959123,0,18,7,0,0,functional
67428,0.0,0,33.72402918,-8.93211477,0,12,2,0,0,functional needs repair
52318,0.0,0,33.85161987,-8.82993517,0,12,7,0,0,functional
33347,0.0,1660,34.88475031,-4.89751605,0,13,2,1,2010,non functional
36684,0.0,1705,34.95840922,-8.51078169,0,11,2,0,2000,functional
41034,1000.0,1712,35.2725042,-8.19550192,0,11,2,0,0,functional
112,30.0,128,38.34276796,-6.60873088,0,6,1,50,2010,non functional
4807,25000.0,1768,34.71600987,-9.12973959,0,11,4,25,1987,functional
41845,50.0,232,39.77883219,-10.60671713,0,99,1,150,2011,functional
6065,1500.0,1567,37.89233459,-4.36699297,0,3,3,500,1978,functional
37187,0.0,1607,37.59718978,-3.08465534,0,3,1,1,1962,non functional
26540,50.0,1135,33.50998861,-2.15235319,0,20,4,100,1978,non functional
8879,0.0,0,33.78466711,-3.72624692,0,17,8,0,0,functional needs repair
30377,0.0,0,30.75176889,-2.54922891,0,18,30,0,0,functional
20203,0.0,1539,34.89458362,-4.49407781,0,13,2,1,1990,non functional
8060,500.0,1768,34.89930829,-9.20451104,0,11,4,40,2010,functional
59630,500.0,1593,34.920323100000005,-8.83707693,0,11,4,40,2009,functional
10068,0.0,0,30.49985221,-2.5554992999999997,0,18,30,0,0,functional needs repair
34609,0.0,0,31.77582328,-1.33162743,0,18,6,0,0,non functional
26701,0.0,0,32.85025146,-9.01509636,0,12,6,0,0,functional
46897,0.0,1315,36.78231907,-3.36937009,0,2,7,400,2012,functional
34636,10.0,205,38.23544422,-6.63641192,0,6,1,100,1982,non functional
52520,10.0,1685,35.88015611,-3.25083059,0,24,30,200,2009,functional
75,0.0,1397,34.5688417,-8.91716508,0,11,4,20,1978,non functional
31626,0.0,0,33.82643865,-9.52747959,0,12,3,0,0,non functional
3181,0.0,1232,30.35823687,-5.56948805,0,15,1,100,1985,non functional
43098,0.0,0,33.24244114,-9.31914172,0,12,5,0,0,non functional
37008,1000.0,1055,37.82287905,-4.14888473,0,3,3,450,2011,functional needs repair
34853,0.0,0,33.93868915,-9.61165417,0,12,3,0,0,non functional
48752,0.0,744,37.35509612,-3.40154092,0,3,4,1,1976,functional needs repair
31132,0.0,0,33.10016187,-3.81255032,0,17,3,0,0,functional
37562,500.0,1897,36.65057433,-3.2526794,0,2,2,150,2000,functional
28740,0.0,0,33.10623082,-9.03216574,0,12,6,0,0,functional needs repair
30257,0.0,1620,34.96353666,-4.67802251,0,13,2,30,2010,functional
53212,0.0,1661,37.95878138,-4.43495404,0,3,3,140,2002,functional needs repair
40729,0.0,1297,36.97044487,-3.34985393,0,2,7,90,2002,non functional
48695,750.0,1071,29.88356158,-4.59970578,0,16,2,570,2005,functional
35140,0.0,120,38.93735313,-6.70497547,0,6,2,1,1988,non functional
46814,0.0,1201,33.35805782,-2.07269915,0,20,4,1,2009,functional
7721,0.0,966,37.08879175,-6.01081035,0,5,1,700,1996,functional
63695,0.0,1481,34.64498869,-4.74212404,0,13,4,111,2005,functional
7171,0.0,0,32.16614798,-3.64794666,0,17,5,0,0,functional
58838,0.0,0,32.91684591,-2.84922488,0,19,7,0,0,functional
61046,20.0,0,38.4687019,-5.13246175,0,4,2,120,1999,functional
68347,0.0,1281,33.00023911,-2.07363796,0,19,1,350,1982,non functional
14746,0.0,1641,34.98778437,-4.64321463,0,13,2,1,2000,functional needs repair
14952,10.0,508,39.33063258,-10.99280378,0,90,33,630,2006,non functional
64334,0.0,1556,35.53081946,-4.50268446,0,21,2,270,2008,non functional
72374,0.0,0,33.333789,-8.95920754,0,12,2,0,0,non functional
33169,0.0,0,33.2773436,-4.20136566,0,14,1,0,0,non functional
4907,500.0,373,37.50789059,-6.26635194,0,5,6,1,2005,functional needs repair
49994,0.0,0,33.0591187,-8.568394699999999,0,12,1,0,0,functional needs repair
59588,0.0,102,38.97388970000001,-5.12551864,0,4,4,100,0,non functional
46893,50.0,1261,36.83283068,-6.09538776,0,5,1,250,2006,non functional
16944,0.0,0,31.73311371,-2.47636967,0,18,8,0,0,non functional
35828,0.0,0,35.62759083,-6.03113722,0,1,5,0,0,non functional
24377,0.0,0,39.09126059,-4.9549518,0,4,8,200,2009,non functional
51694,2000.0,1007,35.06153079,-7.91507677,0,11,1,1,1989,functional
70241,0.0,0,31.80083428,-1.31490138,0,18,6,0,0,non functional
1780,2000.0,1114,35.87761667,-7.42197042,0,11,1,1,1991,functional
39490,0.0,165,38.70152604,-5.13617489,0,4,3,1000,2004,functional
21704,6.0,1421,37.43964118,-3.31993627,0,3,4,30,2008,functional
35193,0.0,-19,39.24417821,-7.36829284,0,6,4,500,2007,non functional
24948,500.0,1244,34.63225535,-8.72031632,0,11,4,55,2009,functional
6076,100.0,357,38.79470824,-10.57239234,0,90,33,1700,1975,functional
18451,0.0,1612,37.5816604,-3.2649629,0,3,4,1,1960,non functional
13042,0.0,0,0.0,-2e-08,0,19,2,0,0,functional needs repair
34877,5000.0,1790,34.3039125,-9.504312599999999,0,11,3,0,2003,functional
10891,0.0,0,32.50515031,-3.91165507,0,17,3,0,0,non functional
33500,0.0,0,0.0,-2e-08,0,19,6,0,0,non functional
1012,0.0,64,39.76790839,-10.37243798,0,99,1,800,1986,non functional
4321,1000.0,1591,35.62422947,-7.86001982,0,11,1,1,1984,functional
41162,0.0,1536,31.04447027,-7.50921781,0,15,3,1,1987,non functional
31957,0.0,0,31.45223354,-1.29523982,0,18,7,0,0,non functional
15815,0.0,844,35.06630886,-5.85530454,0,13,3,250,1974,non functional
47462,0.0,0,35.63768716,-6.32118,0,1,5,0,0,non functional
28110,0.0,0,33.0849318,-3.75139073,0,17,3,0,0,non functional
52448,0.0,0,35.91196769,-5.79362559,0,1,6,0,0,functional
18832,0.0,1257,36.76604605,-3.39285751,0,2,7,210,2011,non functional
62720,250.0,1572,30.12658076,-4.43681809,0,16,2,320,2008,functional needs repair
14326,0.0,625,37.56451071,-4.18247567,0,3,3,87,2011,functional
36933,0.0,0,33.30381177,-8.95958218,0,12,2,0,0,functional
65093,100.0,338,38.80660601,-10.56479172,0,90,33,2530,1974,functional
50139,0.0,0,33.69121711,-9.45005507,0,12,4,0,0,non functional
36455,0.0,0,32.74750562,-5.630633,0,14,5,0,0,non functional
49732,0.0,0,32.71120577,-8.81026548,0,12,6,0,0,functional
20200,0.0,0,33.06037263,-3.83408324,0,17,3,0,0,functional
43777,0.0,1286,30.536514299999997,-3.79134872,0,16,1,450,1988,functional
42497,0.0,458,34.73579846,-11.16676157,0,10,3,86,1990,non functional
52601,0.0,326,36.36552941,-8.77905499,0,5,4,1,1995,functional
65530,0.0,0,39.11013687,-4.75461109,0,4,8,1,1961,non functional
73024,0.0,1445,37.67816216,-3.69879186,0,3,2,80,1972,functional
18842,0.0,1886,31.35287524,-7.68709583,0,15,3,1,1984,functional needs repair
9474,250.0,1343,30.01709818,-4.33258278,0,16,2,50,1982,functional
44434,0.0,1499,30.70845573,-3.59108444,0,16,1,450,2010,functional
36366,0.0,0,33.83495799,-3.76408399,0,17,8,0,0,functional
47236,0.0,1564,36.65864318,-3.3307891000000005,0,2,2,150,2002,non functional
8633,500.0,991,30.39148972,-5.10506992,0,16,3,150,1997,functional needs repair
71487,0.0,0,0.0,-2e-08,0,19,2,0,0,functional
46268,0.0,1415,37.29307888,-3.2217387000000004,0,3,4,1,1976,non functional
36093,0.0,0,33.99969741,-3.56849388,0,17,2,0,0,functional
2591,500.0,1822,31.53969095,-7.90807484,0,15,4,0,1991,functional
69669,0.0,1349,30.74937852,-3.41197674,0,16,1,500,2008,non functional
67377,0.0,524,37.59776312,-6.89558991,0,5,5,450,1970,non functional
51185,0.0,1542,34.84539417,-4.26244399,0,13,1,230,1998,non functional
24049,0.0,1491,36.90794506,-3.17881406,0,2,7,96,2009,functional
70835,10.0,1602,35.73363834,-3.30450464,0,24,30,150,1992,functional
74176,0.0,991,37.37037474,-3.30815036,0,3,4,100,1963,functional
68037,0.0,0,35.86593887,-5.97347421,0,1,5,0,0,functional
10992,0.0,201,39.73445071,-10.84665973,0,9,4,1,1982,non functional
45886,0.0,1220,33.04857289,-1.84987437,0,19,1,300,1999,non functional
64793,0.0,0,32.6262126,-9.24781007,0,12,6,0,0,non functional
40808,0.0,334,38.69103275,-10.87666127,0,90,63,36,1978,non functional
62565,0.0,0,30.51219714,-2.50530793,0,18,30,0,0,functional
70379,0.0,0,0.0,-2e-08,0,19,6,0,0,functional
10089,0.0,0,33.02122705,-3.74548548,0,17,3,0,0,functional
37364,0.0,0,33.76897675,-9.57524712,0,12,3,0,0,non functional
43345,0.0,0,33.43091711,-4.38908379,0,14,2,0,0,functional
39310,0.0,0,31.87632762,-3.15255484,0,18,8,0,0,non functional
59713,0.0,0,0.0,-2e-08,0,19,6,0,0,functional
28945,0.0,0,33.59620292,-9.3522683,0,12,4,0,0,functional needs repair
5074,0.0,1773,35.25506862,-4.30052711,0,21,1,150,2010,functional needs repair
54009,0.0,-25,39.68832862,-7.9593708,0,60,60,50,0,non functional
35563,0.0,828,36.03263045,-10.53104474,0,10,5,900,2010,non functional
17668,0.0,0,33.61237059,-8.87481184,0,12,2,0,0,non functional
30390,0.0,0,33.8783666,-9.63286017,0,12,3,0,0,non functional
1298,0.0,0,30.71672742,-1.28905466,0,18,1,0,0,non functional
2993,0.0,290,38.86287361,-7.16541013,0,60,33,500,1997,non functional
63712,0.0,1230,30.474380699999998,-3.59878746,0,16,1,350,1990,non functional
61979,0.0,1632,32.0258239,-8.93900583,0,15,2,200,1984,functional
39704,0.0,-32,40.30198716,-10.32095944,0,99,1,500,1971,non functional
29191,0.0,237,38.78345753,-5.10821911,0,4,3,150,1999,non functional
35649,0.0,0,34.29424585,-8.642195599999999,0,12,7,0,0,functional needs repair
15840,0.0,-40,40.11676805,-10.28367558,0,9,5,270,0,functional needs repair
45415,0.0,0,0.0,-2e-08,0,17,1,0,0,functional needs repair
8055,0.0,0,36.35396378,-6.22393508,0,1,1,0,0,functional
51403,0.0,0,0.0,-2e-08,0,17,1,0,0,non functional
33963,0.0,-19,39.46211242,-8.85092324,0,80,13,600,0,functional
21669,0.0,1715,31.36602526,-7.97201012,0,15,3,1,1974,non functional
7900,0.0,0,0.0,-2e-08,0,19,6,0,0,functional
337,600.0,847,29.69182833,-4.83944178,0,16,3,450,2009,functional
17861,200.0,482,34.89217109,-11.35532944,0,10,3,86,2008,functional
13195,0.0,0,36.04584041,-5.92990107,0,1,5,0,0,non functional
54722,0.0,330,38.36129061,-9.94014777,0,80,43,350,1978,non functional
2845,0.0,1652,34.59648052,-9.08290229,0,11,4,25,1994,functional
17111,0.0,0,32.94752532,-9.32481172,0,12,5,0,0,functional
21338,0.0,0,33.50643109,-3.28863325,0,17,8,0,0,functional
49326,0.0,0,34.06791698,-3.17625599,0,17,2,0,0,functional
15358,5000.0,572,37.16959606,-10.87676104,0,10,1,1,1998,functional
33040,0.0,0,35.70202678,-5.63404591,0,1,6,0,0,non functional
40592,1000.0,2179,34.41769364,-9.21264691,0,11,4,75,2000,non functional
29513,200.0,293,36.85533064,-7.95071025,0,5,3,300,1984,functional
51163,0.0,1666,31.86585448,-8.65868897,0,15,2,240,2008,functional
40920,0.0,0,33.46782217,-4.03006799,0,14,2,0,0,functional
65101,200.0,887,36.714157,-8.73986417,0,5,4,203,1995,functional
21127,0.0,0,36.55763103,-6.23339413,0,1,3,0,0,non functional
67822,2000.0,1479,36.6901363,-3.34459861,0,2,2,200,1999,functional
14135,0.0,1604,35.51442025,-4.41280954,0,21,2,215,2005,functional
10458,0.0,1180,37.52655685,-3.3144532,0,3,4,1,1972,non functional
32089,0.0,0,0.0,-2e-08,0,17,1,0,0,functional
8230,0.0,1849,36.77188524,-3.1465134,0,2,7,360,2008,non functional
43433,500.0,480,34.65294448,-11.10267439,0,10,3,98,1992,functional
62188,500.0,161,38.189668,-6.84613413,0,5,2,160,2002,functional
19,50.0,226,39.73442461,-10.56919171,0,99,1,450,2012,functional
26577,30.0,917,36.98516699,-3.56223676,0,21,4,200,2000,functional
68887,0.0,0,34.33972708,-8.61393801,0,12,7,0,0,functional needs repair
9382,0.0,1284,30.03804351,-4.77413286,0,16,2,1200,1976,functional
65238,0.0,1549,34.67761089,-5.04209532,0,13,2,1,2010,functional needs repair
17897,0.0,0,33.45691647,-8.56654494,0,12,1,0,0,functional needs repair
29744,0.0,960,36.83183178,-3.52725556,0,2,2,300,1970,non functional
23987,0.0,0,31.45298632,-2.13334776,0,18,3,0,0,functional needs repair
26655,0.0,0,33.72743813,-8.95106078,0,12,2,0,0,non functional
17978,0.0,1200,36.94719085,-2.9594595,0,2,6,200,2008,functional
51558,0.0,0,36.41670102,-6.22015672,0,1,3,0,0,non functional
48007,0.0,1177,37.04899808,-5.84463878,0,21,5,1,2008,non functional
25534,200.0,1669,34.401516799999996,-9.61540484,0,11,3,0,2008,functional
13969,0.0,0,33.35584599,-4.02026539,0,14,2,0,0,functional
39548,250.0,1325,30.20482368,-4.50371347,0,16,2,210,1988,non functional
25143,300.0,260,36.95971049,-7.69740663,0,5,3,300,1995,functional
25736,0.0,1185,36.84681264,-3.36932707,0,2,7,400,2012,functional
17516,0.0,1145,33.46719471,-2.15195843,0,20,4,350,2004,functional
66980,0.0,0,33.10638261,-4.8807539,0,14,3,0,0,functional
45444,0.0,256,36.65697271,-8.13354916,0,5,3,120,2004,functional
59310,0.0,0,0.0,-2e-08,0,19,6,0,0,functional
59102,7200.0,1726,35.91834892,-3.17692667,0,24,30,100,2002,functional
61883,500.0,317,36.48669063,-8.0823985,0,5,3,500,2008,functional
93,0.0,901,35.63182868,-10.26251276,0,10,2,300,1995,functional
15988,0.0,1689,34.58307637,-9.0613773,0,11,4,50,1978,non functional
19304,50.0,-45,39.18336934,-8.14122174,0,60,53,1,2006,non functional
